Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;cogs;gross margin percentage;gross income;Rating;verificador
583-55-6718;C;Naypyitaw;Socio;Femenino;Hogar y estilo de vida;14.39;10;7.195;151.095;07/01/2019;19:38;Billetera Electrónica;143.9;4.761905;7.195;7.8;True
633-45-8875;B;Mandalay;Socio;Masculino;Alimentos y bebidas;47.63;10;23.815;500.115;07/02/2019;17:11;Billetera Electrónica;476.3;4.761905;23.815;7.3;True
361-38-6627;C;Yangon;Socio;Masculino;Hogar y estilo de vida;94.87;10;47.435;996.135;26/01/2019;19:14;Billetera Electrónica;948.7;4.761905;47.435;7.4;True
186-67-0445;B;Yangon;Normal;Femenino;Complementos de moda;27.0;2;2.7;56.7;03/01/2019;10:23;Efectivo;54.0;4.761905;2.7;8.5;True
464-27-6804;C;Naypyitaw;Normal;Femenino;Salud y belleza;28.96;6;8.688;182.448;25/01/2019;15:56;Efectivo;173.76;4.761905;8.688;8.2;True
557-71-1803;C;Naypyitaw;Normal;Masculino;Salud y belleza;81.68;6;24.504;514.5840000000001;07/03/2019;20:04;Efectivo;490.08;4.761905;24.504;5.7;True
703-81-7347;B;Mandalay;Socio;Femenino;Salud y belleza;57.27;2;5.727;120.267;08/03/2019;18:24;Efectivo;114.54;4.761905;5.727;4.1;True
421-46-3401;A;Yangon;Socio;Femenino;Alimentos y bebidas;95.44;8;38.176;801.696;06/02/2019;18:38;Billetera Electrónica;763.52;4.761905;38.176;8.4;True
072-13-7568;A;Yangon;Socio;Femenino;Deportes y viajes;91.61;6;27.483;577.1429999999999;10/01/2019;15:29;Billetera Electrónica;549.66;4.761905;27.483;8.7;True
211-30-5286;C;Yangon;Socio;Femenino;Alimentos y bebidas;16.67;4;3.334;70.01400000000001;07/02/2019;14:31;Efectivo;66.68;4.761905;3.334;4.7;True
375-77-4374;C;Mandalay;Socio;Femenino;Salud y belleza;26.48;5;6.62;139.02;22/02/2019;10:33;Tarjeta de Crédito;132.4;4.761905;6.62;7.0;True
586-31-1186;C;Yangon;Socio;Masculino;Salud y belleza;31.77;9;14.2965;300.2265;29/01/2019;17:03;Efectivo;285.93;4.761905;14.2965;9.0;True
356-65-4035;C;Mandalay;Socio;Femenino;Salud y belleza;56.47;1;2.8235;59.2935;09/01/2019;12:04;Efectivo;56.47;4.761905;2.8235;5.5;True
382-67-3551;A;Naypyitaw;Normal;Femenino;Complementos de moda;86.13;9;38.7585;813.9285;16/03/2019;10:37;Efectivo;775.17;4.761905;38.7585;5.5;True
058-02-8324;B;Naypyitaw;Socio;Masculino;Complementos de moda;16.37;5;4.0925;85.94250000000001;02/02/2019;18:09;Tarjeta de Crédito;81.85000000000001;4.761905;4.0925;7.7;True
101-73-3057;B;Yangon;Socio;Femenino;Accesorios electrónicos;54.73;5;13.6825;287.3325;24/02/2019;19:31;Billetera Electrónica;273.65;4.761905;13.6825;8.2;True
141-77-3845;B;Naypyitaw;Normal;Masculino;Deportes y viajes;47.27;1;2.3635;49.633500000000005;08/01/2019;16:40;Efectivo;47.27;4.761905;2.3635;8.8;True
771-55-2325;C;Yangon;Socio;Masculino;Alimentos y bebidas;62.62;6;18.786;394.506;19/03/2019;15:10;Efectivo;375.72;4.761905;18.786;6.0;True
513-17-8110;A;Naypyitaw;Normal;Femenino;Alimentos y bebidas;34.7;3;5.205;109.305;13/02/2019;10:23;Billetera Electrónica;104.1;4.761905;5.205;7.0;True
510-02-2764;A;Mandalay;Normal;Femenino;Accesorios electrónicos;21.58;10;10.79;226.59;07/02/2019;19:48;Billetera Electrónica;215.8;4.761905;10.79;8.8;True
063-06-6663;B;Yangon;Socio;Masculino;Alimentos y bebidas;12.1;10;6.05;127.05;23/01/2019;17:11;Tarjeta de Crédito;121.0;4.761905;6.05;6.1;True
786-20-0663;B;Naypyitaw;Socio;Femenino;Complementos de moda;12.73;4;2.546;53.466;09/02/2019;14:53;Tarjeta de Crédito;50.92;4.761905;2.546;7.2;True
178-63-7882;C;Naypyitaw;Normal;Femenino;Hogar y estilo de vida;91.41;3;13.7115;287.9415;08/02/2019;19:17;Billetera Electrónica;274.23;4.761905;13.7115;7.0;True
557-32-1148;B;Mandalay;Socio;Masculino;Deportes y viajes;75.82;7;26.537;557.277;24/01/2019;13:42;Efectivo;530.74;4.761905;26.537;5.5;True
055-18-0040;A;Mandalay;Socio;Masculino;Hogar y estilo de vida;46.77;8;18.708;392.86800000000005;26/02/2019;15:53;Tarjeta de Crédito;374.16;4.761905;18.708;8.0;True
006-43-4173;A;Yangon;Normal;Masculino;Complementos de moda;58.91;3;8.8365;185.5665;04/03/2019;18:03;Efectivo;176.73;4.761905;8.8365;8.7;True
503-30-6201;C;Yangon;Normal;Masculino;Hogar y estilo de vida;90.02;2;9.002;189.042;17/01/2019;13:45;Tarjeta de Crédito;180.04;4.761905;9.002;7.6;True
565-26-3183;A;Mandalay;Normal;Femenino;Salud y belleza;35.49;10;17.745;372.645;18/03/2019;16:43;Billetera Electrónica;354.90000000000003;4.761905;17.745;5.5;True
853-57-0544;C;Mandalay;Normal;Femenino;Complementos de moda;83.06;1;4.153;87.21300000000001;12/02/2019;11:10;Tarjeta de Crédito;83.06;4.761905;4.153;8.2;True
436-37-5526;A;Mandalay;Normal;Masculino;Accesorios electrónicos;21.54;4;4.308;90.468;25/01/2019;16:23;Billetera Electrónica;86.16;4.761905;4.308;8.1;True
307-64-7153;A;Yangon;Normal;Femenino;Hogar y estilo de vida;92.49;9;41.6205;874.0305;25/01/2019;14:33;Efectivo;832.41;4.761905;41.6205;5.9;True
407-21-2628;A;Yangon;Normal;Femenino;Alimentos y bebidas;18.22;6;5.466;114.786;21/02/2019;11:03;Tarjeta de Crédito;109.32;4.761905;5.466;9.3;True
475-00-2724;B;Naypyitaw;Normal;Masculino;Accesorios electrónicos;43.7;2;4.37;91.77;27/02/2019;13:59;Billetera Electrónica;87.4;4.761905;4.37;9.3;True
720-88-1764;A;Naypyitaw;Socio;Femenino;Alimentos y bebidas;48.61;8;19.444;408.324;02/03/2019;10:17;Tarjeta de Crédito;388.88;4.761905;19.444;6.0;True
145-17-1153;C;Naypyitaw;Normal;Femenino;Complementos de moda;73.28;2;7.328;153.888;24/02/2019;13:22;Tarjeta de Crédito;146.56;4.761905;7.328;6.4;True
603-10-0265;B;Naypyitaw;Socio;Masculino;Deportes y viajes;37.32;10;18.66;391.86;09/03/2019;15:28;Billetera Electrónica;373.2;4.761905;18.66;8.4;True
365-45-3481;C;Naypyitaw;Normal;Masculino;Alimentos y bebidas;96.11;2;9.611;201.831;10/01/2019;16:23;Efectivo;192.22;4.761905;9.611;8.3;True
656-33-1010;B;Naypyitaw;Socio;Femenino;Salud y belleza;33.98;4;6.796;142.71599999999998;02/02/2019;16:46;Billetera Electrónica;135.92;4.761905;6.796;6.0;True
124-68-6687;C;Naypyitaw;Socio;Masculino;Alimentos y bebidas;87.45;3;13.1175;275.46750000000003;15/02/2019;10:50;Tarjeta de Crédito;262.35;4.761905;13.1175;5.0;True
077-54-3826;C;Mandalay;Normal;Masculino;Salud y belleza;10.75;1;0.5375;11.2875;07/03/2019;15:53;Billetera Electrónica;10.75;4.761905;0.5375;5.5;True
174-57-6865;C;Naypyitaw;Socio;Masculino;Complementos de moda;34.21;9;15.3945;323.2845;27/01/2019;18:22;Tarjeta de Crédito;307.89;4.761905;15.3945;5.8;True
806-82-7222;C;Yangon;Normal;Femenino;Accesorios electrónicos;86.27;4;17.254;362.334;15/02/2019;12:04;Tarjeta de Crédito;345.08;4.761905;17.254;5.7;True
686-54-5073;A;Naypyitaw;Socio;Femenino;Deportes y viajes;60.87;4;12.174;255.654;18/01/2019;17:03;Billetera Electrónica;243.48;4.761905;12.174;5.1;True
572-21-6301;A;Yangon;Socio;Femenino;Salud y belleza;99.25;7;34.7375;729.4875;13/02/2019;11:43;Tarjeta de Crédito;694.75;4.761905;34.7375;9.4;True
322-40-5473;A;Mandalay;Normal;Masculino;Hogar y estilo de vida;46.22;4;9.244;194.124;08/03/2019;11:25;Billetera Electrónica;184.88;4.761905;9.244;4.0;True
736-62-6723;A;Naypyitaw;Socio;Femenino;Salud y belleza;72.78;5;18.195;382.095;21/01/2019;16:18;Billetera Electrónica;363.9;4.761905;18.195;5.6;True
747-43-2765;A;Naypyitaw;Socio;Masculino;Alimentos y bebidas;60.95;10;30.475;639.975;19/01/2019;16:30;Tarjeta de Crédito;609.5;4.761905;30.475;8.6;True
631-53-5077;B;Yangon;Socio;Masculino;Hogar y estilo de vida;15.69;9;7.0605;148.2705;09/02/2019;14:53;Tarjeta de Crédito;141.21;4.761905;7.0605;8.0;True
180-81-2818;A;Yangon;Normal;Masculino;Deportes y viajes;80.05;6;24.015;504.315;14/01/2019;13:37;Billetera Electrónica;480.3;4.761905;24.015;9.4;True
773-66-3107;A;Mandalay;Normal;Femenino;Salud y belleza;98.09;9;44.1405;926.9505;05/01/2019;13:34;Billetera Electrónica;882.8100000000001;4.761905;44.1405;4.3;True
006-85-7755;A;Yangon;Socio;Masculino;Accesorios electrónicos;71.38;1;3.569;74.949;15/03/2019;10:57;Billetera Electrónica;71.38;4.761905;3.569;8.7;True
048-63-1534;C;Mandalay;Normal;Femenino;Deportes y viajes;32.32;5;8.08;169.68;22/03/2019;14:05;Efectivo;161.6;4.761905;8.08;7.4;True
046-18-5163;C;Naypyitaw;Normal;Masculino;Accesorios electrónicos;45.38;1;2.269;47.649;03/03/2019;18:10;Efectivo;45.38;4.761905;2.269;6.2;True
405-21-8307;C;Naypyitaw;Socio;Femenino;Hogar y estilo de vida;51.47;8;20.588;432.348;26/02/2019;10:36;Efectivo;411.76;4.761905;20.588;9.5;True
413-77-6872;B;Naypyitaw;Normal;Femenino;Accesorios electrónicos;65.23;5;16.3075;342.45750000000004;22/03/2019;20:37;Tarjeta de Crédito;326.15000000000003;4.761905;16.3075;5.9;True
081-01-8634;A;Mandalay;Normal;Masculino;Alimentos y bebidas;79.54;4;15.908;334.06800000000004;27/03/2019;18:08;Billetera Electrónica;318.16;4.761905;15.908;4.0;True
005-87-8035;B;Naypyitaw;Socio;Femenino;Hogar y estilo de vida;76.99;1;3.8495;80.8395;27/02/2019;11:51;Efectivo;76.99;4.761905;3.8495;7.1;True
482-75-3074;A;Naypyitaw;Socio;Femenino;Accesorios electrónicos;98.66;10;49.33;1035.9299999999998;31/01/2019;11:58;Efectivo;986.6;4.761905;49.33;6.7;True
385-88-7183;B;Yangon;Normal;Femenino;Salud y belleza;70.21;6;21.063;442.323;05/01/2019;19:26;Tarjeta de Crédito;421.26;4.761905;21.063;5.7;True
424-57-5400;B;Yangon;Normal;Femenino;Hogar y estilo de vida;65.31;10;32.655;685.755;10/03/2019;12:45;Efectivo;653.1;4.761905;32.655;8.5;True
001-53-1780;C;Mandalay;Socio;Masculino;Deportes y viajes;42.82;6;12.846;269.766;13/03/2019;16:43;Tarjeta de Crédito;256.92;4.761905;12.846;4.0;True
744-16-2134;A;Mandalay;Normal;Femenino;Accesorios electrónicos;97.5;3;14.625;307.125;22/01/2019;19:48;Tarjeta de Crédito;292.5;4.761905;14.625;6.5;True
105-16-4211;C;Naypyitaw;Normal;Masculino;Complementos de moda;33.21;6;9.963;209.223;12/03/2019;10:50;Efectivo;199.26;4.761905;9.963;5.0;True
514-48-4365;B;Yangon;Normal;Masculino;Deportes y viajes;56.56;6;16.968;356.32800000000003;28/01/2019;19:57;Efectivo;339.36;4.761905;16.968;8.2;True
001-30-0406;C;Naypyitaw;Normal;Femenino;Complementos de moda;74.29;4;14.858;312.01800000000003;10/03/2019;19:07;Billetera Electrónica;297.16;4.761905;14.858;6.8;True
464-57-3683;A;Mandalay;Socio;Masculino;Alimentos y bebidas;26.02;3;3.903;81.96300000000001;25/02/2019;11:56;Billetera Electrónica;78.06;4.761905;3.903;6.0;True
211-10-4443;A;Mandalay;Normal;Masculino;Hogar y estilo de vida;38.47;1;1.9235;40.3935;14/03/2019;17:16;Tarjeta de Crédito;38.47;4.761905;1.9235;4.1;True
410-30-1363;C;Mandalay;Socio;Femenino;Hogar y estilo de vida;73.47;5;18.3675;385.7175;04/02/2019;13:34;Efectivo;367.35;4.761905;18.3675;4.9;True
250-74-3355;B;Mandalay;Socio;Masculino;Salud y belleza;75.66;1;3.783;79.443;16/03/2019;18:20;Efectivo;75.66;4.761905;3.783;9.3;True
356-63-2188;C;Mandalay;Socio;Masculino;Complementos de moda;65.91;6;19.773;415.233;22/02/2019;11:26;Efectivo;395.46;4.761905;19.773;6.2;True
730-04-0664;A;Mandalay;Normal;Femenino;Alimentos y bebidas;13.79;5;3.4475;72.3975;17/02/2019;15:28;Tarjeta de Crédito;68.94999999999999;4.761905;3.4475;7.4;True
606-75-3336;B;Yangon;Socio;Masculino;Accesorios electrónicos;98.97;4;19.794;415.674;19/03/2019;12:46;Billetera Electrónica;395.88;4.761905;19.794;7.0;True
128-03-3146;A;Naypyitaw;Normal;Masculino;Salud y belleza;95.58;3;14.337;301.077;12/01/2019;10:39;Tarjeta de Crédito;286.74;4.761905;14.337;6.1;True
687-84-1504;B;Mandalay;Normal;Masculino;Hogar y estilo de vida;84.05;7;29.4175;617.7675;04/03/2019;18:33;Billetera Electrónica;588.35;4.761905;29.4175;8.0;True
801-77-3863;B;Yangon;Normal;Masculino;Accesorios electrónicos;18.93;2;1.893;39.753;05/01/2019;10:29;Billetera Electrónica;37.86;4.761905;1.893;6.7;True
647-72-4746;C;Naypyitaw;Normal;Femenino;Accesorios electrónicos;33.47;6;10.041;210.861;01/01/2019;10:43;Billetera Electrónica;200.82;4.761905;10.041;6.4;True
126-52-6443;A;Naypyitaw;Socio;Femenino;Alimentos y bebidas;98.7;7;34.545;725.4449999999999;31/01/2019;20:06;Efectivo;690.9;4.761905;34.545;8.6;True
367-75-7443;B;Mandalay;Normal;Masculino;Hogar y estilo de vida;44.02;2;4.402;92.442;24/02/2019;11:25;Efectivo;88.04;4.761905;4.402;8.1;True
855-18-2262;A;Naypyitaw;Socio;Masculino;Salud y belleza;55.67;4;11.134;233.814;25/01/2019;18:15;Tarjeta de Crédito;222.68;4.761905;11.134;8.7;True
525-54-7627;B;Naypyitaw;Socio;Masculino;Salud y belleza;55.73;4;11.146;234.066;09/01/2019;11:26;Efectivo;222.92;4.761905;11.146;5.4;True
830-55-4138;C;Naypyitaw;Normal;Femenino;Accesorios electrónicos;87.91;8;35.164;738.444;26/01/2019;10:40;Efectivo;703.28;4.761905;35.164;6.6;True
271-00-6131;C;Yangon;Socio;Femenino;Complementos de moda;65.94;10;32.97;692.37;13/03/2019;11:26;Efectivo;659.4;4.761905;32.97;7.7;True
051-63-5286;B;Mandalay;Normal;Masculino;Complementos de moda;54.67;6;16.401;344.421;05/03/2019;14:13;Billetera Electrónica;328.02;4.761905;16.401;5.8;True
631-48-0658;C;Mandalay;Socio;Femenino;Alimentos y bebidas;25.25;3;3.7875;79.5375;20/01/2019;20:30;Billetera Electrónica;75.75;4.761905;3.7875;7.7;True
440-51-4026;A;Yangon;Socio;Masculino;Accesorios electrónicos;87.67;3;13.1505;276.1605;20/01/2019;20:46;Efectivo;263.01;4.761905;13.1505;8.7;True
031-18-8302;A;Mandalay;Socio;Masculino;Deportes y viajes;35.68;9;16.056;337.176;17/03/2019;11:25;Efectivo;321.12;4.761905;16.056;8.8;True
122-13-0132;B;Mandalay;Normal;Femenino;Salud y belleza;68.54;8;27.416;575.7360000000001;27/01/2019;14:43;Billetera Electrónica;548.32;4.761905;27.416;9.9;True
000-62-5443;B;Yangon;Normal;Femenino;Hogar y estilo de vida;62.48;1;3.124;65.604;26/01/2019;11:52;Billetera Electrónica;62.48;4.761905;3.124;9.8;True
413-24-0047;C;Naypyitaw;Socio;Masculino;Hogar y estilo de vida;33.64;6;10.092;211.932;23/03/2019;16:58;Efectivo;201.84;4.761905;10.092;9.7;True
774-23-2121;B;Naypyitaw;Socio;Femenino;Salud y belleza;78.38;1;3.919;82.29899999999999;07/01/2019;19:44;Billetera Electrónica;78.38;4.761905;3.919;4.4;True
513-80-1888;A;Yangon;Socio;Masculino;Hogar y estilo de vida;33.26;4;6.652;139.69199999999998;12/01/2019;12:45;Efectivo;133.04;4.761905;6.652;9.3;True
701-16-1533;A;Mandalay;Normal;Femenino;Complementos de moda;13.85;2;1.385;29.085;27/01/2019;14:30;Tarjeta de Crédito;27.7;4.761905;1.385;8.4;True
507-70-8454;A;Mandalay;Normal;Femenino;Alimentos y bebidas;11.28;2;1.128;23.688;05/03/2019;15:06;Efectivo;22.56;4.761905;1.128;9.8;True
560-22-4747;A;Yangon;Normal;Femenino;Complementos de moda;93.39;4;18.678;392.238;28/01/2019;19:09;Billetera Electrónica;373.56;4.761905;18.678;4.2;True
710-05-8363;C;Mandalay;Normal;Masculino;Salud y belleza;52.26;3;7.839;164.619;30/01/2019;10:31;Billetera Electrónica;156.78;4.761905;7.839;7.3;True
718-16-1485;A;Naypyitaw;Normal;Femenino;Hogar y estilo de vida;89.21;3;13.3815;281.0115;03/03/2019;12:28;Tarjeta de Crédito;267.63;4.761905;13.3815;4.6;True
465-61-2654;C;Naypyitaw;Socio;Masculino;Salud y belleza;14.96;2;1.496;31.416;23/01/2019;18:14;Tarjeta de Crédito;29.92;4.761905;1.496;6.3;True
381-33-6848;B;Naypyitaw;Normal;Femenino;Deportes y viajes;23.82;10;11.91;250.11;08/03/2019;10:17;Billetera Electrónica;238.2;4.761905;11.91;9.8;True
270-02-5400;C;Mandalay;Normal;Femenino;Deportes y viajes;26.02;5;6.505;136.605;05/02/2019;12:45;Billetera Electrónica;130.1;4.761905;6.505;5.1;True
573-04-7075;C;Yangon;Socio;Femenino;Alimentos y bebidas;19.15;1;0.9575;20.1075;01/02/2019;15:26;Efectivo;19.15;4.761905;0.9575;9.8;True
258-31-7836;B;Mandalay;Socio;Masculino;Salud y belleza;71.86;5;17.965;377.265;21/02/2019;12:58;Tarjeta de Crédito;359.3;4.761905;17.965;8.6;True
717-87-3080;B;Yangon;Normal;Masculino;Alimentos y bebidas;72.5;8;29.0;609.0;02/01/2019;18:59;Efectivo;580.0;4.761905;29.0;9.2;True
377-02-3532;B;Yangon;Normal;Masculino;Hogar y estilo de vida;74.71;4;14.942;313.782;19/02/2019;18:14;Tarjeta de Crédito;298.84;4.761905;14.942;7.6;True
368-20-6408;B;Naypyitaw;Normal;Femenino;Salud y belleza;49.01;6;14.703;308.763;28/03/2019;18:24;Billetera Electrónica;294.06;4.761905;14.703;8.5;True
351-56-2087;C;Mandalay;Normal;Masculino;Salud y belleza;10.56;6;3.168;66.528;26/01/2019;20:01;Tarjeta de Crédito;63.36;4.761905;3.168;8.1;True
662-80-0767;B;Naypyitaw;Socio;Masculino;Hogar y estilo de vida;72.78;5;18.195;382.095;02/02/2019;12:47;Efectivo;363.9;4.761905;18.195;8.3;True
553-76-5426;A;Mandalay;Normal;Masculino;Alimentos y bebidas;57.91;8;23.164;486.444;19/02/2019;12:52;Efectivo;463.28;4.761905;23.164;4.0;True
660-60-5585;A;Yangon;Normal;Femenino;Complementos de moda;87.67;7;30.6845;644.3745;11/03/2019;20:29;Efectivo;613.69;4.761905;30.6845;7.6;True
503-30-8188;A;Yangon;Socio;Masculino;Complementos de moda;10.18;8;4.072;85.512;08/02/2019;14:33;Billetera Electrónica;81.44;4.761905;4.072;5.2;True
211-70-1878;A;Yangon;Normal;Femenino;Accesorios electrónicos;75.91;1;3.7955;79.7055;09/02/2019;15:15;Billetera Electrónica;75.91;4.761905;3.7955;8.0;True
210-70-4224;B;Mandalay;Normal;Femenino;Salud y belleza;17.77;8;7.108;149.268;02/02/2019;15:42;Tarjeta de Crédito;142.16;4.761905;7.108;8.1;True
260-71-2506;A;Yangon;Normal;Masculino;Accesorios electrónicos;34.84;10;17.42;365.8200000000001;13/01/2019;10:54;Efectivo;348.40000000000003;4.761905;17.42;6.0;True
302-48-0228;C;Mandalay;Socio;Masculino;Deportes y viajes;15.34;2;1.534;32.214;15/02/2019;17:43;Efectivo;30.68;4.761905;1.534;7.2;True
023-15-4174;B;Mandalay;Socio;Femenino;Hogar y estilo de vida;91.41;10;45.705;959.805;10/03/2019;10:55;Billetera Electrónica;914.1;4.761905;45.705;8.4;True
232-63-2281;C;Naypyitaw;Normal;Femenino;Alimentos y bebidas;21.12;10;10.56;221.76;14/02/2019;11:55;Efectivo;211.2;4.761905;10.56;5.7;True
461-24-4174;B;Yangon;Socio;Masculino;Complementos de moda;62.18;8;24.872;522.312;23/01/2019;18:00;Tarjeta de Crédito;497.44;4.761905;24.872;7.4;True
302-81-6823;B;Yangon;Socio;Femenino;Complementos de moda;40.61;4;8.122;170.562;03/02/2019;13:49;Billetera Electrónica;162.44;4.761905;8.122;6.4;True
822-57-4485;A;Yangon;Socio;Masculino;Accesorios electrónicos;85.39;7;29.8865;627.6165;10/01/2019;18:45;Tarjeta de Crédito;597.73;4.761905;29.8865;7.6;True
521-85-1262;C;Naypyitaw;Normal;Femenino;Hogar y estilo de vida;96.7;8;38.68;812.28;17/02/2019;18:58;Billetera Electrónica;773.6;4.761905;38.68;7.1;True
704-06-5548;A;Yangon;Socio;Femenino;Complementos de moda;34.81;10;17.405;365.505;06/02/2019;15:01;Billetera Electrónica;348.1;4.761905;17.405;4.9;True
250-73-5012;C;Naypyitaw;Normal;Masculino;Complementos de moda;60.38;4;12.076;253.596;22/03/2019;20:40;Tarjeta de Crédito;241.52;4.761905;12.076;7.2;True
222-26-2087;C;Mandalay;Normal;Masculino;Accesorios electrónicos;43.0;9;19.35;406.35;12/03/2019;18:02;Efectivo;387.0;4.761905;19.35;9.3;True
580-05-5661;A;Yangon;Socio;Masculino;Hogar y estilo de vida;75.66;10;37.83;794.43;10/03/2019;19:44;Billetera Electrónica;756.5999999999999;4.761905;37.83;7.5;True
467-28-0058;C;Yangon;Normal;Femenino;Alimentos y bebidas;52.89;9;23.8005;499.8105;17/03/2019;13:14;Tarjeta de Crédito;476.01;4.761905;23.8005;7.0;True
422-72-6856;B;Naypyitaw;Normal;Masculino;Alimentos y bebidas;80.48;9;36.216;760.5360000000001;27/03/2019;18:01;Efectivo;724.32;4.761905;36.216;5.1;True
011-17-1877;C;Naypyitaw;Normal;Femenino;Accesorios electrónicos;54.28;3;8.142;170.982;01/01/2019;12:20;Tarjeta de Crédito;162.84;4.761905;8.142;4.4;True
057-07-2885;C;Naypyitaw;Normal;Femenino;Complementos de moda;38.27;8;15.308;321.468;13/02/2019;11:57;Tarjeta de Crédito;306.16;4.761905;15.308;4.2;True
625-57-3136;C;Naypyitaw;Normal;Masculino;Hogar y estilo de vida;25.9;3;3.885;81.585;26/03/2019;19:48;Efectivo;77.69999999999999;4.761905;3.885;8.9;True
671-46-3525;A;Yangon;Socio;Femenino;Hogar y estilo de vida;18.28;8;7.312;153.55200000000002;01/03/2019;12:09;Efectivo;146.24;4.761905;7.312;9.8;True
863-85-1134;C;Yangon;Socio;Masculino;Alimentos y bebidas;68.55;5;17.1375;359.8875;02/03/2019;10:26;Efectivo;342.75;4.761905;17.1375;6.1;True
214-08-2376;A;Yangon;Socio;Masculino;Salud y belleza;98.4;9;44.28;929.88;23/02/2019;13:33;Billetera Electrónica;885.6;4.761905;44.28;7.3;True
588-41-0025;C;Naypyitaw;Socio;Masculino;Hogar y estilo de vida;21.5;8;8.6;180.6;07/02/2019;14:40;Tarjeta de Crédito;172.0;4.761905;8.6;9.1;True
016-15-6546;C;Naypyitaw;Socio;Femenino;Complementos de moda;94.26;10;47.13;989.73;05/03/2019;14:16;Efectivo;942.6;4.761905;47.13;8.8;True
564-51-0480;B;Naypyitaw;Socio;Femenino;Salud y belleza;89.06;10;44.53;935.13;14/01/2019;20:51;Tarjeta de Crédito;890.6;4.761905;44.53;9.0;True
053-73-5204;A;Mandalay;Socio;Femenino;Alimentos y bebidas;52.26;7;18.291;384.111;09/03/2019;13:52;Efectivo;365.82;4.761905;18.291;6.1;True
451-13-8317;A;Naypyitaw;Normal;Femenino;Alimentos y bebidas;63.42;9;28.539;599.319;24/03/2019;20:38;Tarjeta de Crédito;570.78;4.761905;28.539;9.6;True
704-24-0184;B;Naypyitaw;Socio;Masculino;Accesorios electrónicos;93.38;2;9.338;196.098;01/01/2019;18:58;Tarjeta de Crédito;186.76;4.761905;9.338;9.5;True
122-71-0487;C;Yangon;Normal;Femenino;Complementos de moda;31.73;2;3.173;66.633;14/02/2019;20:06;Tarjeta de Crédito;63.46;4.761905;3.173;7.5;True
146-57-8322;A;Yangon;Normal;Femenino;Complementos de moda;55.39;2;5.539;116.319;31/01/2019;18:24;Efectivo;110.78;4.761905;5.539;5.0;True
058-83-3366;C;Mandalay;Normal;Femenino;Alimentos y bebidas;93.18;7;32.613;684.873;01/03/2019;11:32;Billetera Electrónica;652.26;4.761905;32.613;5.3;True
748-42-8322;A;Naypyitaw;Socio;Femenino;Alimentos y bebidas;56.56;10;28.28;593.88;03/02/2019;20:46;Billetera Electrónica;565.6;4.761905;28.28;5.3;True
662-21-2831;A;Yangon;Socio;Masculino;Complementos de moda;78.89;2;7.889;165.669;01/03/2019;12:10;Efectivo;157.78;4.761905;7.889;6.7;True
131-73-7520;B;Yangon;Socio;Masculino;Accesorios electrónicos;56.53;6;16.959;356.139;22/02/2019;12:44;Tarjeta de Crédito;339.18;4.761905;16.959;5.0;True
240-15-4047;C;Mandalay;Normal;Masculino;Complementos de moda;17.42;10;8.71;182.91000000000005;19/03/2019;15:31;Efectivo;174.20000000000002;4.761905;8.71;5.2;True
285-77-7300;A;Mandalay;Normal;Femenino;Deportes y viajes;53.44;9;24.048;505.008;27/03/2019;11:40;Efectivo;480.96;4.761905;24.048;4.7;True
307-25-0082;A;Mandalay;Socio;Masculino;Salud y belleza;33.33;6;9.999;209.979;19/01/2019;13:02;Efectivo;199.98;4.761905;9.999;5.0;True
257-44-5032;A;Naypyitaw;Normal;Femenino;Complementos de moda;27.66;5;6.915;145.215;14/03/2019;11:32;Tarjeta de Crédito;138.3;4.761905;6.915;6.6;True
337-20-2114;A;Mandalay;Socio;Masculino;Complementos de moda;62.08;7;21.728;456.288;23/01/2019;10:00;Billetera Electrónica;434.56;4.761905;21.728;9.2;True
317-65-5306;B;Yangon;Normal;Femenino;Salud y belleza;46.42;4;9.284;194.964;15/02/2019;16:32;Efectivo;185.68;4.761905;9.284;5.2;True
028-21-6343;C;Yangon;Socio;Masculino;Hogar y estilo de vida;56.5;3;8.475;177.975;28/03/2019;10:33;Efectivo;169.5;4.761905;8.475;5.4;True
046-73-7155;A;Yangon;Normal;Masculino;Salud y belleza;92.09;8;36.836;773.556;03/02/2019;20:33;Billetera Electrónica;736.72;4.761905;36.836;9.3;True
133-36-4736;C;Mandalay;Socio;Femenino;Hogar y estilo de vida;69.08;1;3.454;72.53399999999999;14/03/2019;15:27;Tarjeta de Crédito;69.08;4.761905;3.454;5.0;True
581-41-8137;C;Mandalay;Socio;Masculino;Complementos de moda;51.07;5;12.7675;268.1175;25/02/2019;11:55;Efectivo;255.35;4.761905;12.7675;8.3;True
772-60-7823;B;Yangon;Socio;Femenino;Hogar y estilo de vida;95.58;10;47.79;1003.59;03/03/2019;12:04;Billetera Electrónica;955.8;4.761905;47.79;5.1;True
867-75-6318;C;Mandalay;Normal;Masculino;Hogar y estilo de vida;49.79;10;24.895;522.795;26/02/2019;12:45;Efectivo;497.9;4.761905;24.895;8.5;True
600-08-4565;B;Yangon;Socio;Masculino;Deportes y viajes;99.7;3;14.955;314.055;13/02/2019;17:27;Tarjeta de Crédito;299.1;4.761905;14.955;6.6;True
