Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;cogs;gross margin percentage;gross income;Rating
687-81-7232;A;Yangon;Normal;Male;Home and lifestyle;23.08;7;8.078;169.638;3/14/2019;19:24;Credit card;161.56;4.761905;8.078;8.7
587-26-8118;B;Yangon;Member;Male;Electronic accessories;93.12;10;46.56;977.76;1/28/2019;19:16;Credit card;931.2;4.761905;46.56;6.4
385-55-3666;A;Yangon;Normal;Female;Electronic accessories;64.19;6;19.257;404.397;2/6/2019;15:12;Credit card;385.14;4.761905;19.257;9.1
362-87-6562;A;Mandalay;Member;Male;Electronic accessories;73.52;7;25.732;540.372;3/24/2019;10:33;Credit card;514.64;4.761905;25.732;9.6
634-23-5656;A;Yangon;Member;Female;Home and lifestyle;72.04;9;32.418;680.778;2/7/2019;18:05;Ewallet;648.36;4.761905;32.418;4.7
841-43-2636;B;Yangon;Member;Female;Home and lifestyle;27.93;9;12.5685;263.9385;1/5/2019;18:01;Ewallet;251.37;4.761905;12.5685;5.5
051-88-6008;B;Mandalay;Member;Male;Fashion accessories;90.63;5;22.6575;475.8075;2/25/2019;11:48;Ewallet;453.15;4.761905;22.6575;7.4
662-54-2547;A;Naypyitaw;Normal;Male;Electronic accessories;25.32;4;5.064;106.344;1/13/2019;14:48;Ewallet;101.28;4.761905;5.064;4.1
836-64-3680;A;Mandalay;Normal;Female;Health and beauty;34.21;9;15.3945;323.2845;2/23/2019;20:30;Cash;307.89;4.761905;15.3945;6.4
473-46-3240;A;Mandalay;Member;Male;Fashion accessories;99.55;9;44.7975;940.7475;3/9/2019;13:24;Credit card;895.9499999999999;4.761905;44.7975;6.5
811-38-1257;A;Naypyitaw;Normal;Female;Electronic accessories;17.41;3;2.6115;54.8415;3/23/2019;15:10;Cash;52.230000000000004;4.761905;2.6115;5.0
546-43-4647;B;Mandalay;Normal;Male;Sports and travel;75.92;1;3.796;79.71600000000001;1/27/2019;13:35;Ewallet;75.92;4.761905;3.796;7.9
433-44-1644;B;Yangon;Member;Female;Fashion accessories;14.23;10;7.115;149.41500000000002;3/14/2019;18:50;Credit card;142.3;4.761905;7.115;6.6
234-78-8342;B;Mandalay;Member;Male;Home and lifestyle;62.85;1;3.1425;65.9925;1/25/2019;13:26;Cash;62.85;4.761905;3.1425;6.2
478-50-6716;A;Mandalay;Normal;Female;Food and beverages;56.04;3;8.406;176.526;1/17/2019;10:40;Credit card;168.12;4.761905;8.406;6.7
464-26-2526;C;Yangon;Normal;Female;Electronic accessories;30.12;9;13.554;284.63399999999996;3/10/2019;13:54;Credit card;271.08;4.761905;13.554;6.0
273-06-4126;A;Mandalay;Member;Male;Electronic accessories;86.69;7;30.3415;637.1714999999999;3/2/2019;10:43;Credit card;606.8299999999999;4.761905;30.3415;6.0
873-01-7823;C;Yangon;Member;Female;Sports and travel;30.35;1;1.5175;31.8675;1/12/2019;19:48;Ewallet;30.35;4.761905;1.5175;5.5
161-81-0831;A;Naypyitaw;Member;Female;Food and beverages;55.81;9;25.1145;527.4045;2/27/2019;13:57;Credit card;502.29;4.761905;25.1145;4.3
722-77-4080;A;Yangon;Normal;Female;Sports and travel;46.02;7;16.107;338.24700000000007;1/14/2019;18:20;Credit card;322.14000000000004;4.761905;16.107;8.9
614-52-4788;C;Mandalay;Normal;Male;Home and lifestyle;99.24;2;9.924;208.404;3/4/2019;15:04;Cash;198.48;4.761905;9.924;5.5
140-41-6840;C;Naypyitaw;Normal;Female;Home and lifestyle;23.82;7;8.337;175.077;3/27/2019;14:11;Cash;166.74;4.761905;8.337;9.2
767-03-4526;B;Naypyitaw;Member;Female;Electronic accessories;38.3;4;7.66;160.85999999999999;1/28/2019;19:40;Cash;153.2;4.761905;7.66;5.1
012-65-3745;B;Naypyitaw;Normal;Female;Fashion accessories;83.14;6;24.942;523.782;1/9/2019;19:09;Cash;498.84000000000003;4.761905;24.942;6.0
006-84-5673;C;Yangon;Normal;Male;Fashion accessories;94.49;7;33.0715;694.5015;1/3/2019;11:26;Cash;661.43;4.761905;33.0715;4.9
766-22-5234;B;Yangon;Member;Female;Sports and travel;10.08;1;0.504;10.584;3/30/2019;13:30;Cash;10.08;4.761905;0.504;5.0
565-77-4446;B;Mandalay;Member;Male;Sports and travel;21.04;7;7.364;154.644;1/23/2019;11:15;Cash;147.28;4.761905;7.364;6.5
054-08-0618;A;Yangon;Member;Female;Fashion accessories;40.35;3;6.0525;127.1025;1/13/2019;15:04;Credit card;121.05000000000001;4.761905;6.0525;9.0
854-31-8882;C;Naypyitaw;Normal;Female;Food and beverages;55.07;7;19.2745;404.7645;2/7/2019;17:04;Credit card;385.49;4.761905;19.2745;4.8
375-11-1557;C;Naypyitaw;Normal;Female;Food and beverages;35.49;1;1.7745;37.264500000000005;2/9/2019;10:57;Credit card;35.49;4.761905;1.7745;7.0
306-63-0047;B;Yangon;Member;Female;Food and beverages;21.43;1;1.0715;22.5015;3/3/2019;19:48;Ewallet;21.43;4.761905;1.0715;5.2
875-50-7114;B;Naypyitaw;Member;Male;Fashion accessories;14.96;3;2.244;47.124;1/25/2019;15:44;Cash;44.88;4.761905;2.244;9.1
343-70-7410;A;Yangon;Member;Female;Health and beauty;20.77;2;2.077;43.617;2/7/2019;13:37;Cash;41.54;4.761905;2.077;5.0
111-42-2361;B;Naypyitaw;Normal;Male;Electronic accessories;49.01;8;19.604;411.68399999999997;2/17/2019;18:45;Ewallet;392.08;4.761905;19.604;5.6
203-22-6366;A;Mandalay;Member;Male;Electronic accessories;69.08;1;3.454;72.53399999999999;3/20/2019;11:15;Cash;69.08;4.761905;3.454;8.0
456-18-5880;C;Yangon;Member;Male;Health and beauty;12.45;1;0.6225;13.0725;1/29/2019;12:23;Credit card;12.45;4.761905;0.6225;8.2
550-03-6060;B;Mandalay;Normal;Female;Home and lifestyle;15.34;7;5.369;112.749;3/2/2019;10:04;Cash;107.38;4.761905;5.369;4.2
380-28-2324;B;Mandalay;Member;Female;Sports and travel;92.36;2;9.236;193.956;2/17/2019;16:47;Cash;184.72;4.761905;9.236;4.8
546-66-5686;C;Mandalay;Normal;Female;Sports and travel;35.04;9;15.768;331.12800000000004;3/16/2019;18:08;Ewallet;315.36;4.761905;15.768;4.3
678-81-0686;A;Yangon;Member;Male;Fashion accessories;50.45;10;25.225;529.725;1/30/2019;16:37;Ewallet;504.5;4.761905;25.225;9.7
322-55-1712;A;Mandalay;Member;Female;Food and beverages;45.74;1;2.287;48.027;3/14/2019;13:48;Credit card;45.74;4.761905;2.287;4.9
820-02-0813;B;Yangon;Member;Male;Fashion accessories;36.36;6;10.908;229.06799999999998;3/20/2019;17:46;Cash;218.16;4.761905;10.908;4.9
536-18-8338;C;Mandalay;Member;Male;Home and lifestyle;63.71;10;31.855;668.955;3/2/2019;20:31;Credit card;637.1;4.761905;31.855;8.4
440-43-4121;A;Yangon;Member;Female;Health and beauty;36.91;5;9.2275;193.77749999999997;2/9/2019;10:33;Credit card;184.54999999999998;4.761905;9.2275;10.0
653-07-2858;C;Yangon;Member;Female;Food and beverages;27.04;10;13.52;283.91999999999996;3/22/2019;11:45;Cash;270.4;4.761905;13.52;7.3
102-20-4244;A;Mandalay;Member;Male;Health and beauty;38.81;3;5.8215;122.25150000000001;2/28/2019;13:19;Ewallet;116.43;4.761905;5.8215;5.7
702-10-4577;A;Mandalay;Member;Female;Fashion accessories;99.19;7;34.7165;729.0464999999999;2/27/2019;14:15;Credit card;694.3299999999999;4.761905;34.7165;6.5
533-55-2664;A;Yangon;Member;Male;Fashion accessories;46.61;10;23.305;489.40500000000003;3/20/2019;19:28;Ewallet;466.1;4.761905;23.305;9.3
727-14-5316;A;Mandalay;Normal;Male;Electronic accessories;37.15;9;16.7175;351.0675;1/16/2019;16:45;Ewallet;334.34999999999997;4.761905;16.7175;9.5
364-87-0637;A;Naypyitaw;Normal;Female;Sports and travel;93.38;7;32.683;686.343;2/18/2019;19:11;Cash;653.66;4.761905;32.683;5.5
855-65-6682;C;Mandalay;Normal;Female;Fashion accessories;46.22;4;9.244;194.124;3/14/2019;12:37;Credit card;184.88;4.761905;9.244;9.2
082-17-8385;A;Naypyitaw;Member;Female;Food and beverages;54.51;3;8.1765;171.7065;1/18/2019;14:41;Cash;163.53;4.761905;8.1765;5.8
484-37-3345;B;Yangon;Member;Male;Sports and travel;93.72;8;37.488;787.248;3/22/2019;11:05;Ewallet;749.76;4.761905;37.488;7.8
218-10-6472;B;Yangon;Normal;Male;Sports and travel;99.1;5;24.775;520.275;1/26/2019;11:23;Credit card;495.5;4.761905;24.775;8.7
375-11-1488;A;Naypyitaw;Normal;Male;Health and beauty;33.84;3;5.076;106.596;1/23/2019;11:43;Cash;101.52000000000001;4.761905;5.076;4.4
287-81-3020;B;Naypyitaw;Normal;Male;Home and lifestyle;68.6;6;20.58;432.17999999999995;1/8/2019;15:36;Ewallet;411.59999999999997;4.761905;20.58;8.5
658-60-3734;A;Yangon;Member;Female;Food and beverages;22.62;9;10.179;213.75900000000001;2/8/2019;16:20;Ewallet;203.58;4.761905;10.179;7.2
524-62-2624;B;Yangon;Normal;Male;Home and lifestyle;62.62;2;6.262;131.50199999999998;2/2/2019;15:42;Credit card;125.24;4.761905;6.262;9.1
477-03-5387;B;Naypyitaw;Normal;Female;Electronic accessories;78.31;9;35.2395;740.0295;2/24/2019;13:37;Credit card;704.79;4.761905;35.2395;7.9
888-51-8761;B;Yangon;Member;Female;Sports and travel;75.92;4;15.184;318.86400000000003;1/20/2019;10:31;Cash;303.68;4.761905;15.184;7.0
260-00-6448;A;Yangon;Member;Female;Sports and travel;39.42;2;3.942;82.78200000000001;3/22/2019;13:47;Cash;78.84;4.761905;3.942;5.5
180-37-4525;A;Yangon;Member;Female;Home and lifestyle;38.42;10;19.21;403.41;3/25/2019;19:39;Ewallet;384.20000000000005;4.761905;19.21;4.2
464-71-6880;C;Mandalay;Normal;Female;Fashion accessories;94.88;5;23.72;498.12;3/16/2019;14:36;Cash;474.4;4.761905;23.72;6.6
762-64-8020;C;Yangon;Normal;Female;Food and beverages;69.33;10;34.665;727.9649999999999;1/26/2019;14:41;Credit card;693.3;4.761905;34.665;6.7
434-72-8875;A;Mandalay;Member;Male;Home and lifestyle;16.28;5;4.07;85.47;2/20/2019;11:24;Cash;81.4;4.761905;4.07;5.7
748-48-2878;B;Naypyitaw;Normal;Male;Home and lifestyle;55.61;7;19.4635;408.7335;2/21/2019;18:37;Ewallet;389.27;4.761905;19.4635;5.6
203-04-4288;A;Yangon;Normal;Female;Fashion accessories;31.73;10;15.865;333.165;3/9/2019;20:06;Ewallet;317.3;4.761905;15.865;9.1
037-26-4308;B;Yangon;Member;Male;Electronic accessories;62.18;5;15.545;326.445;3/11/2019;16:06;Ewallet;310.9;4.761905;15.545;4.5
012-33-1688;A;Naypyitaw;Member;Female;Sports and travel;20.01;2;2.001;42.021;1/28/2019;13:52;Cash;40.02;4.761905;2.001;5.5
105-45-1707;C;Yangon;Normal;Male;Sports and travel;56.56;7;19.796;415.716;2/17/2019;10:30;Credit card;395.92;4.761905;19.796;7.8
101-76-8575;B;Naypyitaw;Normal;Male;Electronic accessories;93.72;6;28.116;590.4359999999999;2/8/2019;10:16;Cash;562.3199999999999;4.761905;28.116;8.9
765-26-1852;A;Naypyitaw;Member;Female;Electronic accessories;93.72;8;37.488;787.248;3/10/2019;18:53;Cash;749.76;4.761905;37.488;4.3
562-20-4860;A;Mandalay;Member;Female;Electronic accessories;58.24;6;17.472;366.912;3/26/2019;20:23;Credit card;349.44;4.761905;17.472;7.3
621-54-7388;A;Yangon;Normal;Female;Fashion accessories;24.31;1;1.2155;25.525499999999997;1/13/2019;12:43;Credit card;24.31;4.761905;1.2155;5.5
708-70-6083;A;Naypyitaw;Normal;Female;Health and beauty;35.38;9;15.921;334.341;1/20/2019;15:53;Credit card;318.42;4.761905;15.921;4.3
354-16-3276;B;Naypyitaw;Member;Male;Food and beverages;18.11;1;0.9055;19.0155;1/27/2019;16:23;Credit card;18.11;4.761905;0.9055;8.5
325-13-0288;C;Naypyitaw;Normal;Female;Home and lifestyle;86.68;8;34.672;728.1120000000001;3/9/2019;20:13;Credit card;693.44;4.761905;34.672;4.4
832-26-6545;A;Yangon;Normal;Female;Health and beauty;49.79;10;24.895;522.795;1/18/2019;17:04;Ewallet;497.9;4.761905;24.895;7.9
037-80-5804;A;Naypyitaw;Member;Female;Fashion accessories;74.71;8;29.884;627.564;1/19/2019;13:34;Cash;597.68;4.761905;29.884;6.9
576-53-7250;C;Yangon;Member;Female;Food and beverages;39.39;6;11.817;248.157;2/19/2019;19:30;Ewallet;236.34;4.761905;11.817;6.9
611-72-3117;A;Mandalay;Normal;Male;Health and beauty;26.6;9;11.97;251.37;1/28/2019;11:39;Credit card;239.4;4.761905;11.97;4.1
148-38-1050;A;Mandalay;Normal;Female;Home and lifestyle;37.14;6;11.142;233.982;1/25/2019;12:52;Cash;222.84;4.761905;11.142;9.5
614-76-0462;B;Yangon;Member;Male;Health and beauty;56.53;10;28.265;593.5649999999999;1/9/2019;13:33;Cash;565.3;4.761905;28.265;8.7
500-76-7377;C;Mandalay;Normal;Male;Food and beverages;67.26;9;30.267;635.6070000000001;3/15/2019;20:44;Ewallet;605.34;4.761905;30.267;6.2
431-70-2587;B;Yangon;Member;Male;Sports and travel;62.62;4;12.524;263.00399999999996;2/8/2019;18:58;Credit card;250.48;4.761905;12.524;7.3
814-82-2276;A;Yangon;Member;Male;Sports and travel;75.74;10;37.87;795.27;1/5/2019;12:01;Ewallet;757.4;4.761905;37.87;4.9
811-12-2881;A;Mandalay;Member;Male;Sports and travel;72.17;8;28.868;606.2280000000001;1/3/2019;18:41;Credit card;577.36;4.761905;28.868;4.5
538-13-6663;C;Naypyitaw;Normal;Male;Electronic accessories;34.84;10;17.42;365.82000000000005;1/24/2019;20:13;Ewallet;348.40000000000003;4.761905;17.42;4.3
486-63-5837;B;Yangon;Normal;Female;Food and beverages;40.3;3;6.045;126.945;3/18/2019;11:46;Ewallet;120.89999999999999;4.761905;6.045;8.1
748-37-5041;B;Yangon;Member;Male;Home and lifestyle;32.71;3;4.9065;103.03649999999999;2/8/2019;12:41;Credit card;98.13;4.761905;4.9065;4.3
561-01-1132;C;Mandalay;Member;Male;Home and lifestyle;97.74;8;39.096;821.016;3/20/2019;10:55;Cash;781.92;4.761905;39.096;8.3
308-36-8861;B;Mandalay;Normal;Female;Fashion accessories;81.01;2;8.101;170.121;1/4/2019;12:28;Credit card;162.02;4.761905;8.101;8.8
036-61-2364;C;Yangon;Member;Male;Fashion accessories;98.97;6;29.691;623.511;3/22/2019;19:30;Credit card;593.8199999999999;4.761905;29.691;8.5
631-56-2646;C;Yangon;Member;Male;Food and beverages;71.68;8;28.672;602.1120000000001;2/26/2019;10:01;Cash;573.44;4.761905;28.672;8.1
155-71-2770;C;Yangon;Member;Female;Sports and travel;17.48;3;2.622;55.062;2/13/2019;12:58;Cash;52.44;4.761905;2.622;8.4
264-21-2583;C;Mandalay;Member;Male;Fashion accessories;90.5;3;13.575;285.075;3/5/2019;10:43;Credit card;271.5;4.761905;13.575;5.8
180-67-8005;C;Mandalay;Normal;Female;Sports and travel;16.31;6;4.893;102.75299999999999;2/2/2019;13:05;Ewallet;97.85999999999999;4.761905;4.893;6.7
115-50-2100;A;Naypyitaw;Normal;Male;Electronic accessories;42.91;9;19.3095;405.49949999999995;2/17/2019;18:02;Credit card;386.18999999999994;4.761905;19.3095;5.5
677-30-5715;C;Mandalay;Member;Female;Home and lifestyle;33.98;2;3.398;71.35799999999999;1/27/2019;11:34;Cash;67.96;4.761905;3.398;9.6
285-67-7844;A;Mandalay;Member;Female;Fashion accessories;72.52;7;25.382;533.0219999999999;3/5/2019;15:48;Cash;507.64;4.761905;25.382;9.7
080-73-3460;C;Yangon;Normal;Female;Health and beauty;58.39;1;2.9195;61.3095;1/27/2019;16:23;Credit card;58.39;4.761905;2.9195;8.8
336-06-2038;A;Naypyitaw;Normal;Female;Electronic accessories;96.7;2;9.67;203.07;3/5/2019;12:14;Credit card;193.4;4.761905;9.67;9.1
703-20-7454;A;Mandalay;Normal;Female;Home and lifestyle;82.93;1;4.1465;87.07650000000001;3/11/2019;11:22;Ewallet;82.93;4.761905;4.1465;9.4
727-63-7488;B;Mandalay;Normal;Female;Electronic accessories;17.63;1;0.8815;18.511499999999998;1/26/2019;11:46;Credit card;17.63;4.761905;0.8815;5.1
537-74-3158;A;Yangon;Normal;Female;Sports and travel;31.77;8;12.708;266.868;1/14/2019;11:26;Credit card;254.16;4.761905;12.708;6.0
642-63-3810;C;Naypyitaw;Member;Male;Sports and travel;74.89;8;29.956;629.076;1/19/2019;16:43;Ewallet;599.12;4.761905;29.956;7.0
227-07-0437;C;Yangon;Normal;Male;Electronic accessories;54.07;3;8.1105;170.3205;1/23/2019;14:25;Ewallet;162.21;4.761905;8.1105;9.2
340-66-5380;C;Yangon;Member;Female;Food and beverages;97.29;10;48.645;1021.5450000000001;3/17/2019;16:19;Credit card;972.9000000000001;4.761905;48.645;7.4
830-46-1415;C;Mandalay;Normal;Female;Food and beverages;43.19;8;17.276;362.796;2/25/2019;14:47;Ewallet;345.52;4.761905;17.276;5.1
604-45-4668;C;Naypyitaw;Member;Male;Home and lifestyle;58.24;8;23.296;489.216;3/3/2019;18:56;Credit card;465.92;4.761905;23.296;9.7
085-87-7383;A;Yangon;Normal;Female;Home and lifestyle;51.89;4;10.378;217.938;3/24/2019;15:45;Cash;207.56;4.761905;10.378;5.4
510-66-1114;B;Mandalay;Member;Male;Fashion accessories;44.07;5;11.0175;231.3675;3/20/2019;16:46;Ewallet;220.35;4.761905;11.0175;4.9
003-03-2132;B;Mandalay;Member;Female;Electronic accessories;97.37;9;43.8165;920.1465000000001;1/31/2019;12:01;Ewallet;876.33;4.761905;43.8165;4.0
864-58-3331;A;Yangon;Normal;Female;Electronic accessories;36.91;9;16.6095;348.79949999999997;1/29/2019;14:04;Ewallet;332.18999999999994;4.761905;16.6095;6.7
672-83-8330;A;Naypyitaw;Member;Female;Fashion accessories;77.04;10;38.52;808.9200000000001;2/24/2019;19:48;Credit card;770.4000000000001;4.761905;38.52;4.0
052-44-2582;A;Mandalay;Member;Female;Electronic accessories;97.22;1;4.861;102.081;3/16/2019;19:05;Ewallet;97.22;4.761905;4.861;5.8
863-83-0466;B;Naypyitaw;Normal;Female;Health and beauty;39.91;6;11.973;251.433;3/15/2019;19:01;Credit card;239.45999999999998;4.761905;11.973;9.1
746-82-7542;A;Yangon;Member;Male;Home and lifestyle;25.7;1;1.285;26.985;3/22/2019;10:25;Cash;25.7;4.761905;1.285;4.9
825-08-4567;B;Yangon;Normal;Female;Electronic accessories;48.63;4;9.726;204.246;1/2/2019;11:32;Credit card;194.52;4.761905;9.726;4.3
221-00-4843;C;Yangon;Member;Female;Fashion accessories;71.2;3;10.68;224.28000000000003;2/3/2019;13:58;Cash;213.60000000000002;4.761905;10.68;8.3
847-51-7280;B;Naypyitaw;Normal;Female;Home and lifestyle;22.38;10;11.19;234.98999999999998;3/14/2019;19:39;Cash;223.79999999999998;4.761905;11.19;7.0
118-37-6703;A;Naypyitaw;Normal;Male;Fashion accessories;72.88;4;14.576;306.096;1/30/2019;16:54;Credit card;291.52;4.761905;14.576;8.2
645-75-8408;C;Naypyitaw;Member;Female;Health and beauty;27.28;7;9.548;200.508;2/15/2019;20:38;Cash;190.96;4.761905;9.548;9.9
526-26-6542;B;Naypyitaw;Normal;Female;Fashion accessories;32.25;9;14.5125;304.7625;1/24/2019;16:19;Cash;290.25;4.761905;14.5125;9.8
671-04-1118;A;Mandalay;Normal;Male;Home and lifestyle;99.82;8;39.928;838.4879999999999;1/14/2019;20:26;Cash;798.56;4.761905;39.928;6.0
034-05-8323;B;Mandalay;Normal;Female;Sports and travel;48.96;2;4.896;102.816;2/7/2019;17:09;Cash;97.92;4.761905;4.896;7.6
223-35-5213;C;Mandalay;Member;Female;Sports and travel;98.8;6;29.64;622.4399999999999;2/18/2019;13:01;Cash;592.8;4.761905;29.64;5.5
776-08-0858;C;Mandalay;Normal;Male;Food and beverages;78.77;1;3.9385;82.7085;2/13/2019;16:20;Credit card;78.77;4.761905;3.9385;9.1
864-32-8408;C;Mandalay;Normal;Male;Home and lifestyle;85.6;1;4.28;89.88;1/20/2019;13:29;Cash;85.6;4.761905;4.28;5.0
885-87-4014;B;Yangon;Normal;Male;Fashion accessories;66.65;8;26.66;559.86;1/25/2019;14:08;Ewallet;533.2;4.761905;26.66;6.1
257-34-2158;C;Mandalay;Member;Male;Home and lifestyle;10.59;5;2.6475;55.597500000000004;3/14/2019;15:40;Credit card;52.95;4.761905;2.6475;7.1
354-71-8473;A;Naypyitaw;Normal;Female;Food and beverages;18.22;2;1.822;38.262;2/3/2019;10:53;Credit card;36.44;4.761905;1.822;7.4
152-15-1300;A;Yangon;Normal;Female;Health and beauty;20.87;5;5.2175;109.56750000000001;1/17/2019;12:25;Cash;104.35000000000001;4.761905;5.2175;4.9
277-08-2751;C;Mandalay;Member;Female;Electronic accessories;23.07;5;5.7675;121.11749999999999;3/12/2019;10:23;Cash;115.35;4.761905;5.7675;5.6
300-52-6420;C;Mandalay;Member;Male;Fashion accessories;96.11;6;28.833;605.4929999999999;2/15/2019;16:19;Ewallet;576.66;4.761905;28.833;8.9
378-84-2663;B;Naypyitaw;Normal;Female;Fashion accessories;60.87;4;12.174;255.654;1/14/2019;17:52;Ewallet;243.48;4.761905;12.174;7.0
712-24-8335;A;Naypyitaw;Normal;Female;Fashion accessories;25.43;1;1.2715;26.7015;3/3/2019;13:49;Ewallet;25.43;4.761905;1.2715;9.6
875-76-6000;C;Yangon;Member;Male;Home and lifestyle;72.61;6;21.783;457.443;3/13/2019;20:03;Cash;435.65999999999997;4.761905;21.783;4.3
377-78-4737;A;Mandalay;Normal;Male;Food and beverages;23.82;4;4.764;100.044;2/9/2019;14:16;Credit card;95.28;4.761905;4.764;4.1
057-55-7284;A;Naypyitaw;Member;Female;Health and beauty;54.36;8;21.744;456.624;3/3/2019;10:12;Cash;434.88;4.761905;21.744;10.0
217-05-5338;B;Naypyitaw;Normal;Male;Fashion accessories;91.41;9;41.1345;863.8245;1/2/2019;13:22;Credit card;822.6899999999999;4.761905;41.1345;7.8
184-23-8632;C;Yangon;Normal;Female;Fashion accessories;19.15;2;1.915;40.214999999999996;1/27/2019;16:24;Ewallet;38.3;4.761905;1.915;7.6
507-31-1533;A;Mandalay;Normal;Female;Health and beauty;58.76;1;2.938;61.698;3/29/2019;18:20;Cash;58.76;4.761905;2.938;7.2
105-87-0423;B;Naypyitaw;Member;Male;Fashion accessories;66.35;3;9.9525;209.0025;3/23/2019;11:24;Credit card;199.04999999999998;4.761905;9.9525;5.8
051-27-0008;C;Yangon;Member;Male;Sports and travel;60.95;6;18.285;383.98500000000007;1/21/2019;18:41;Cash;365.70000000000005;4.761905;18.285;9.0
782-23-4458;B;Yangon;Member;Female;Food and beverages;39.43;9;17.7435;372.6135;2/23/2019;15:31;Credit card;354.87;4.761905;17.7435;5.6
204-13-3373;B;Yangon;Member;Female;Sports and travel;32.8;10;16.4;344.4;2/11/2019;19:49;Ewallet;328.0;4.761905;16.4;6.0
266-88-7555;C;Yangon;Member;Male;Health and beauty;22.32;5;5.58;117.17999999999999;2/7/2019;12:28;Cash;111.6;4.761905;5.58;7.4
251-43-3657;A;Yangon;Normal;Female;Sports and travel;68.71;6;20.613;432.873;2/15/2019;13:06;Ewallet;412.26;4.761905;20.613;6.9
036-86-5385;A;Mandalay;Normal;Male;Health and beauty;91.3;9;41.085;862.785;2/6/2019;11:36;Ewallet;821.6999999999999;4.761905;41.085;6.2
714-44-7414;A;Mandalay;Normal;Female;Food and beverages;95.49;10;47.745;1002.645;1/23/2019;13:34;Cash;954.9;4.761905;47.745;7.0
742-80-5425;B;Naypyitaw;Member;Male;Fashion accessories;24.74;5;6.185;129.885;3/18/2019;15:12;Cash;123.69999999999999;4.761905;6.185;4.5
741-70-3440;C;Yangon;Normal;Female;Food and beverages;10.53;9;4.7385;99.5085;2/18/2019;15:49;Ewallet;94.77;4.761905;4.7385;8.8
058-42-6504;A;Mandalay;Member;Male;Electronic accessories;24.74;7;8.659;181.83899999999997;3/14/2019;11:26;Ewallet;173.17999999999998;4.761905;8.659;9.5
743-42-7730;B;Mandalay;Normal;Male;Electronic accessories;60.87;1;3.0435;63.9135;2/8/2019;20:59;Ewallet;60.87;4.761905;3.0435;6.7
787-83-6267;A;Yangon;Member;Male;Electronic accessories;98.8;4;19.76;414.96;1/13/2019;13:34;Ewallet;395.2;4.761905;19.76;6.4
184-84-4761;C;Mandalay;Member;Male;Food and beverages;31.99;2;3.199;67.179;1/1/2019;12:07;Ewallet;63.98;4.761905;3.199;8.8
280-14-0547;A;Yangon;Normal;Male;Electronic accessories;99.83;6;29.949;628.929;1/18/2019;17:22;Cash;598.98;4.761905;29.949;9.7
058-16-2087;A;Yangon;Member;Female;Electronic accessories;11.85;6;3.555;74.655;2/28/2019;20:08;Cash;71.1;4.761905;3.555;6.7
210-58-7852;C;Naypyitaw;Member;Male;Sports and travel;24.89;7;8.7115;182.94150000000002;1/16/2019;14:19;Ewallet;174.23000000000002;4.761905;8.7115;8.3
545-21-4500;C;Mandalay;Normal;Male;Health and beauty;81.21;10;40.605;852.7049999999999;2/9/2019;14:35;Ewallet;812.0999999999999;4.761905;40.605;9.3
645-87-6423;C;Naypyitaw;Normal;Male;Electronic accessories;62.65;10;31.325;657.825;1/13/2019;13:51;Ewallet;626.5;4.761905;31.325;6.1
376-17-0453;A;Mandalay;Member;Male;Food and beverages;58.03;5;14.5075;304.65749999999997;2/9/2019;14:33;Ewallet;290.15;4.761905;14.5075;7.9
157-13-4765;A;Mandalay;Normal;Female;Health and beauty;51.71;6;15.513;325.77299999999997;1/9/2019;11:46;Ewallet;310.26;4.761905;15.513;7.2
445-88-7586;A;Naypyitaw;Normal;Male;Home and lifestyle;85.98;3;12.897;270.837;2/15/2019;11:27;Ewallet;257.94;4.761905;12.897;4.6
610-61-8170;A;Yangon;Normal;Female;Food and beverages;18.93;8;7.572;159.012;3/30/2019;20:30;Cash;151.44;4.761905;7.572;4.2
314-08-0758;A;Naypyitaw;Member;Female;Health and beauty;37.0;1;1.85;38.85;1/28/2019;11:00;Ewallet;37.0;4.761905;1.85;9.1
341-35-8387;C;Yangon;Normal;Male;Food and beverages;44.63;1;2.2315;46.8615;2/12/2019;18:50;Credit card;44.63;4.761905;2.2315;7.0
803-12-3528;A;Naypyitaw;Member;Female;Food and beverages;27.38;3;4.107;86.247;3/23/2019;10:57;Ewallet;82.14;4.761905;4.107;8.8
137-66-7374;B;Yangon;Normal;Male;Electronic accessories;40.3;9;18.135;380.835;2/6/2019;11:15;Cash;362.7;4.761905;18.135;8.0
050-38-4372;C;Mandalay;Normal;Female;Food and beverages;52.42;10;26.21;550.4100000000001;2/10/2019;12:50;Credit card;524.2;4.761905;26.21;7.6
638-28-5144;A;Yangon;Member;Male;Home and lifestyle;60.47;5;15.1175;317.46750000000003;2/17/2019;14:08;Credit card;302.35;4.761905;15.1175;6.6
083-05-0730;C;Yangon;Normal;Female;Fashion accessories;72.88;8;29.152;612.192;1/31/2019;17:44;Ewallet;583.04;4.761905;29.152;5.0
288-63-1311;A;Mandalay;Normal;Male;Home and lifestyle;58.24;4;11.648;244.608;2/8/2019;18:33;Cash;232.96;4.761905;11.648;9.8
546-78-1625;B;Mandalay;Member;Female;Home and lifestyle;24.74;4;4.948;103.90799999999999;1/24/2019;13:11;Credit card;98.96;4.761905;4.948;9.1
